施設種別,都道府県,市区町村,施設名,住所,郵便番号,設置者法人名,運営委託先法人名,設置区分,設置パターン,定員合計,在籍児童合計,充足率,開所時間,開所曜日,施設HP,出典
企業主導型保育園,三重県,鈴鹿市,このはな保育園,三重県鈴鹿市南旭が丘三丁目2132番地,,株式会社オフィス桐生,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,17,89.47%,07:00～20:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,三重県,鈴鹿市,まーるほいくえん,三重県鈴鹿市南若松町275-1,,合同会社ＲＥＭＩＸ,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,11,91.67%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,三重県,鈴鹿市,グリーンストック保育園,三重県鈴鹿市西条6-40 中島ビル 1F,,グリーンストック株式会社,,,2.「住宅地型」駅等近接以外の住宅地に設置,15,15,100%,08:00～19:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,三重県,鈴鹿市,ＳＷＳこねくとキッズ鈴鹿,三重県鈴鹿市三日市南３丁目２００５番１,,住友電装株式会社,株式会社ポピンズエデュケア,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,30,16,53.33%,07:00～18:00（延長07:00～19:00）,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,三重県,鈴鹿市,認定こども園白百合幼稚園,三重県鈴鹿市東磯山二丁目３番１号,510-0257,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,さくら幼稚園,三重県鈴鹿市鈴鹿ハイツ５－４５,510-0028,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,すずか幼稚園,三重県鈴鹿市神戸２－２０－１８,513-0801,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,白子ひかり幼稚園,三重県鈴鹿市白子本町２－３８,510-0242,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,第２すずか（きしおか）幼稚園,三重県鈴鹿市岸岡町２８１５,510-0226,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,道伯幼稚園,三重県鈴鹿市道伯１丁目１２－２７,513-0823,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,鈴鹿市立国府幼稚園,三重県鈴鹿市国府町３５１９－１,513-0836,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,鈴鹿市立旭が丘幼稚園,三重県鈴鹿市東旭が丘５－３－３３,510-0211,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,鈴鹿市立玉垣幼稚園,三重県鈴鹿市北玉垣町７３４,513-0813,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,鈴鹿市立神戸幼稚園,三重県鈴鹿市神戸７－４－１２,513-0801,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鈴鹿市,鈴鹿市立飯野幼稚園,三重県鈴鹿市三日市南２－１－７,513-0804,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,三重県,鳥羽市,鳥羽市立かもめ幼稚園,三重県鳥羽市大明西町４－１２,517-0023,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,与謝郡与謝野町,加悦聖三一幼稚園,京都府与謝郡与謝野町算所５１９,629-2402,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,乙訓郡大山崎町,京都先端科学大学附属みどりの丘幼稚園,京都府乙訓郡大山崎町字円明寺小字殿山１番地５,618-0091,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,京都府,亀岡市,かめでんキッズルーム～すまいる～,京都府亀岡市篠町広田1丁目25-1,,亀岡電子株式会社,株式会社Ｔｎ,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,12,100%,08:30～19:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,亀岡市,びばっこ保育園,京都府亀岡市亀岡駅北1丁目８番地2 サンガスタジアムbyKYOCERA内,,株式会社ビバ,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,30,28,93.33%,07:30～20:30（延長07:00～21:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,亀岡市,亀岡よいこらんど保育園,京都府亀岡市河原林町河原尻上砂股100番地,,社会福祉法人利生会,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,12,12,100%,07:00～20:00（延長00:00～00:00）,月 火 水 木 金 土 日,https://rishoukai.com/yoikoland/,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,亀岡市,保津川ひよこ保育園,京都府亀岡市大井町並河3丁目11-45 渡辺製菓株式会社,,株式会社ヤマモト,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,19,100%,07:30～18:30（延長06:30～20:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,京都府,亀岡市,ひかり幼稚園,京都府亀岡市西つつじヶ丘霧島台２－３０,621-0844,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,亀岡市,千代川幼稚園,京都府亀岡市千代川町小川３丁目５－１１,621-0041,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,亀岡市,安町幼稚園,京都府亀岡市安町小屋場３１,621-0805,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,亀岡市,篠村幼稚園,京都府亀岡市篠町篠上中筋４７－２,621-0826,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,京都府,京丹後市,ばんび～の ばんび～な保育園,京都府京丹後市大宮町河辺1050 tangoミモザ館,,株式会社 tango nonno nonna,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,12,8,66.67%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,京丹後市,丹後中央病院 たぶの木保育所,京都府京丹後市峰山町杉谷297番地1,,公益財団法人丹後中央病院,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,36,20,55.56%,07:45～18:00（延長07:45～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,京田辺市,やすらぎ保育園,京都府京田辺市同志社山手２丁目３−６５,,医療法人社団石鎚会,,,2.「住宅地型」駅等近接以外の住宅地に設置,115,111,96.52%,07:00～20:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,京都府,京田辺市,京田辺市立三山木幼稚園,京都府京田辺市三山木南垣内４－１,610-0313,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京田辺市,京田辺市立普賢寺幼稚園,京都府京田辺市水取門田６番地３,610-0323,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京田辺市,京田辺市立松井ケ丘幼稚園,京都府京田辺市大住上西野２０－５,610-0343,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京田辺市,京田辺市立田辺幼稚園,京都府京田辺市田辺鳥本７３,610-0331,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京田辺市,京田辺市立草内幼稚園,京都府京田辺市草内南垣内５７－１,610-0311,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京田辺市,京田辺市立薪幼稚園,京都府京田辺市薪大欠５１,610-0341,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京田辺市,学校法人雑創の森学園そよかぜ幼稚園,京都府京田辺市大住虚空蔵谷５５,610-0343,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京田辺市,聖愛幼稚園,京都府京田辺市田辺中央２丁目１－９,610-0334,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,京都府,京都市上京区,セブンなないろ保育園（京都）,京都府京都市上京区千本通五辻下る上善寺町117 セブンイレブン京都千本今出川店２階,,株式会社セブン−イレブン・ジャパン,株式会社アイグラン,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,3,25%,07:00～20:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,京都市上京区,ヤクルトひよっこ保育園西陣,京都府京都市上京区加賀屋町387,,近畿中央ヤクルト販売株式会社,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,19,4,21.05%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,京都市上京区,学内保育所「くすのき」,京都府京都市上京区河原町通広小路上る梶井町465,,京都府公立大学法人,株式会社アイグラン,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,26,16,61.54%,07:30～18:30（延長07:00～21:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,京都府,京都市上京区,ひまわり幼稚園,京都府京都市上京区西堀川通竹屋町上る下堀川町１６４,602-8142,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,京和幼稚園,京都府京都市上京区下立売通御前西入行衛町４３９番地の２,602-8366,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,京都市立みつば幼稚園,京都府京都市上京区小川通今出川下ル針屋町３７０,602-0948,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,京都市立乾隆幼稚園,京都府京都市上京区千本寺の内東入る下る姥ヶ寺前町９１９,602-8303,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,京都市立京極幼稚園,京都府京都市上京区塔ノ段藪ノ下町４２８,602-0806,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,京都市立待賢幼稚園,京都府京都市上京区丸太町通黒門東入藁屋町５３６－１,602-8144,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,京都市立翔鸞幼稚園,京都府京都市上京区御前通今出川上る鳥居前町６７１,602-8393,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,北野幼稚園,京都府京都市上京区御前通一条下ル東竪町１３５,602-8377,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,同志社幼稚園,京都府京都市上京区寺町通石薬師下る染殿町６６５番地１,602-0836,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,寺之内幼稚園,京都府京都市上京区妙顕寺前町５１５－２,602-0005,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,淨福寺幼稚園,京都府京都市上京区浄福寺通一条上ル笹屋町２丁目６０１,602-8453,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市上京区,聖ドミニコ学院京都幼稚園,京都府京都市上京区河原町通今出川下ル東入梶井町４４８,602-0841,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,京都府,京都市下京区,いづる保育園 京都,京都府京都市下京区本柳水町766 GUESTHOUSE ORIGAMI内1F,,株式会社シェンゲン,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,13,0,0%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,京都市下京区,さわやか保育園,京都府京都市下京区朱雀裏畑町31 Mビル1階,,株式会社thirty eight,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,13,8,61.54%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,京都市下京区,リズムメロディ保育園,京都府京都市下京区新開町397-18,,株式会社三恭,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,17,89.47%,07:00～20:00（延長07:00～21:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,京都府,京都市下京区,嘉恵保育園,京都府京都市下京区東塩小路町590番地8,,社会福祉法人大谷感恩会,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,12,100%,08:00～19:00（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,京都府,京都市下京区,ときわ幼稚園,京都府京都市下京区鳥丸七条下ル西入,600-8216,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,京都府,京都市下京区,七条幼稚園,京都府京都市下京区西七条石井町５４,600-8875,,,私立,,,,,,,,文部科学省_学校コード一覧
